master_person_id,full_name,city,reported_address,address_id,phone_number,declared_income_pkr,tax_paid_pkr,filer_status,occupation,income_source,wealth_source,years_as_nonfiler,has_bank_account,fbr_id,vehicle_count,max_vehicle_cc,vehicle_make_model,import_type,declared_import_value_pkr,vehicle_registration_year,property_count,total_property_value,area_marla,registry_type,registry_no,noc_status,transfer_count,years_active,property_transfer_year,buyer_name,avg_monthly_bill_pkr,annual_utility_bill,total_asset_value,deviation_score,risk_category,top_risk_factor,total_assets_val
PK-0063,Amna Qureshi,Lahore,"House 129, Johar Town, Lahore",UNKNOWN,0321-8184775,240000.0,24000.0,Non-ATL,Teacher,Business,Foreign Remittance,2,True,FBR-1115,2,3000.0,Honda City,Local,0.0,2022,2,15800974.0,15.0,Transfer Letter,,Approved,2,2,2025,,32700.0,392400.0,45800974.0,65.1,HIGH,"Dc Underinvoicing, Hawala Signature, Section 111 Abuse",45800974.0
PK-0064,Zainab Hassan,Karachi,"House 24, Nazimabad, Karachi",UNKNOWN,0346-2467919,3000000.0,300000.0,ATL,Driver,Business,Cash,0,False,FBR-1076,1,660.0,Suzuki Alto,Local,0.0,2025,1,26990175.0,14.0,Registry,,Approved,1,2,2025,,33895.0,406740.0,27790175.0,46.4,MEDIUM,"Benami Proxy, Dc Underinvoicing",27790175.0
PK-0065,Usman Ahmed,Karachi,"House 23, Gulberg, Karachi",UNKNOWN,0337-8265529,480000.0,48000.0,Non-ATL,Engineer,Business,Prize Bond,5,True,FBR-1077,1,2700.0,Toyota Fortuner,Local,0.0,2018,1,12768774.0,5.0,Transfer Letter,,Unapproved,1,2,2025,,26599.0,319188.0,22768774.0,61.1,MEDIUM,"Dc Underinvoicing, Hawala Signature, File Trading",22768774.0
PK-0066,Imran Iqbal,Karachi,"House 84, Johar Town, Karachi",UNKNOWN,0327-9883941,0.0,0.0,Non-ATL,Doctor,Salary,Cash,6,True,FBR-1079,2,1800.0,Toyota Corolla,Local,0.0,2025,2,23291422.0,40.0,Registry,,Unapproved,2,2,2025,,27924.0,335088.0,33291422.0,63.6,MEDIUM,"Dc Underinvoicing, Hawala Signature, Benami Proxy",33291422.0
PK-0067,Hamza Sheikh,Karachi,"House 126, Gulberg, Karachi",UNKNOWN,0336-8831998,480000.0,48000.0,Non-ATL,Retired,Rental,Cash,6,False,FBR-1447,2,3000.0,Suzuki Alto,Local,0.0,2022,2,21320436.0,15.0,Transfer Letter,,Approved,2,2,2025,,27634.5,331614.0,51320436.0,65.7,HIGH,"Hawala Signature, Benami Proxy, Dc Underinvoicing",51320436.0
PK-0068,Ahmed Raza,Rawalpindi,"House 19, Bahria Town, Rawalpindi",UNKNOWN,0337-5331688,1800000.0,180000.0,ATL,Student,Agriculture,Gift,0,True,FBR-1359,3,2000.0,Toyota Prado,Local,0.0,2024,2,24238330.0,12.0,Transfer Letter,,Approved,2,2,2025,,33976.4,407716.8000000001,48238330.0,65.4,HIGH,"Benami Proxy, Dc Underinvoicing, Gift Declaration",48238330.0
PK-0069,Imran Bibi,Peshawar,"House 31, Bahria Town, Peshawar",UNKNOWN,0317-7240384,0.0,0.0,Non-ATL,Businessman,Salary,Gift,3,True,FBR-1093,2,1300.0,Toyota Corolla,Local,0.0,2015,2,32664297.0,30.0,Allotment Letter,,Approved,2,2,2025,,44510.0,534120.0,38664297.0,64.7,MEDIUM,"Dc Underinvoicing, Hawala Signature, Gift Declaration",38664297.0
PK-0070,Bilal Butt,Lahore,"House 108, Nazimabad, Lahore",UNKNOWN,0349-9345633,480000.0,48000.0,Non-ATL,Doctor,Agriculture,Foreign Remittance,0,True,FBR-1246,2,1800.0,Toyota Yaris,Local,0.0,2019,2,28154888.0,20.0,Transfer Letter,,Pending,2,2,2025,,15613.0,187356.0,38154888.0,65.8,HIGH,"Dc Underinvoicing, Hawala Signature, Section 111 Abuse",38154888.0
PK-0071,Imran Mirza,Rawalpindi,"House 23, Pechs, Rawalpindi",UNKNOWN,0332-2120408,3000000.0,300000.0,Non-ATL,Retired,Prize Bond,Cash,3,False,FBR-1319,2,1800.0,Honda City,Local,0.0,2023,1,16283268.0,7.0,Allotment Letter,,Pending,1,2,2025,,37509.5,450114.0,26283268.0,64.9,MEDIUM,"Benami Proxy, Dc Underinvoicing, File Trading",26283268.0
PK-0072,Ahmed Hassan,Lahore,"House 57, Hayatabad, Lahore",UNKNOWN,0340-7351286,3000000.0,300000.0,ATL,Doctor,Rental,Savings,0,True,FBR-1086,1,2000.0,Toyota Prado,Imported,0.0,2025,1,19551403.0,7.0,Transfer Letter,,Unapproved,1,2,2025,,52181.0,626172.0,27551403.0,41.5,LOW,"Dc Underinvoicing, Illegal Society, File Trading",27551403.0
PK-0073,Zainab Javed,Faisalabad,"House 133, Johar Town, Faisalabad",UNKNOWN,0324-8724173,1800000.0,180000.0,ATL,Unemployed,Salary,Gift,0,True,FBR-1278,2,2000.0,Toyota Prado,Local,0.0,2025,1,14647750.0,7.0,Registry,,Approved,1,2,2025,,42211.0,506532.0,30647750.0,59.3,MEDIUM,"Benami Proxy, Dc Underinvoicing, Gift Declaration",30647750.0
PK-0074,Amna Baig,Rawalpindi,"House 16, Hayatabad, Rawalpindi",UNKNOWN,0326-2102474,1800000.0,180000.0,ATL,Retired,Salary,Foreign Remittance,0,True,FBR-1088,1,1300.0,Honda City,Local,0.0,2026,1,18061221.0,20.0,Transfer Letter,,Approved,1,2,2025,,19863.0,238356.0,21061221.0,63.0,MEDIUM,"Benami Proxy, Dc Underinvoicing, Section 111 Abuse",21061221.0
PK-0075,Ayesha Khan,Rawalpindi,"House 133, Clifton, Rawalpindi",UNKNOWN,0330-4393688,0.0,0.0,Non-ATL,Businessman,Salary,Cash,2,False,FBR-1476,1,1500.0,Toyota Yaris,Imported,0.0,2026,1,28081646.0,5.0,Transfer Letter,,Approved,1,2,2025,,45670.0,548040.0,31081646.0,61.4,MEDIUM,"Hawala Signature, Dc Underinvoicing, Benami Proxy",31081646.0
PK-0076,Saima Butt,Faisalabad,"House 140, Pechs, Faisalabad",UNKNOWN,0311-5103363,3000000.0,300000.0,ATL,Unemployed,Business,Prize Bond,0,False,FBR-1090,1,1800.0,Toyota Corolla Grande,Local,0.0,2021,1,17871331.0,7.0,Registry,,Pending,1,2,2025,,47324.0,567888.0,22871331.0,55.5,MEDIUM,"Benami Proxy, Dc Underinvoicing, Illegal Society",22871331.0
PK-0077,Hina Nawaz,Lahore,"House 9, Nazimabad, Lahore",UNKNOWN,0348-3478233,0.0,0.0,Non-ATL,Doctor,Business,Foreign Remittance,4,True,FBR-1091,2,1800.0,Honda City,Local,0.0,2022,2,48055302.0,34.0,Registry,,Approved,2,2,2025,,31999.33333333333,383992.0,58055302.0,64.1,MEDIUM,"Dc Underinvoicing, Hawala Signature, Section 111 Abuse",58055302.0
PK-0078,Hamza Malik,Rawalpindi,"House 32, F-7, Rawalpindi",UNKNOWN,0320-7539564,480000.0,48000.0,Non-ATL,Housewife,Salary,Foreign Remittance,5,True,FBR-1167,2,1300.0,Suzuki WagonR,Local,0.0,2020,2,16197971.0,19.0,Transfer Letter,,Approved,2,2,2025,,14126.0,169512.0,22197971.0,68.7,HIGH,"Benami Proxy, Dc Underinvoicing, Hawala Signature",22197971.0
PK-0079,Ahmed Iqbal,Lahore,"House 128, Clifton, Lahore",UNKNOWN,0314-6115307,240000.0,24000.0,Non-ATL,Unemployed,Salary,Cash,4,True,FBR-1096,1,1800.0,Toyota Corolla Grande,Imported,0.0,2026,1,17177448.0,5.0,Allotment Letter,,Approved,1,2,2025,,50722.0,608664.0,22177448.0,60.6,MEDIUM,"Benami Proxy, Dc Underinvoicing, Hawala Signature",22177448.0
PK-0080,Amna Ahmed,Faisalabad,"House 9, Clifton, Faisalabad",UNKNOWN,0310-2036443,1800000.0,180000.0,ATL,Teacher,Salary,Prize Bond,0,True,FBR-1098,3,1800.0,Honda City,Local,0.0,2026,2,52250952.0,21.0,File,,Approved,2,2,2025,,50236.66666666666,602840.0,67250952.0,41.7,LOW,"Dc Underinvoicing, File Trading, Rental Concealment",67250952.0
PK-0081,Saima Khan,Islamabad,"House 36, Hayatabad, Islamabad",UNKNOWN,0337-3670128,0.0,0.0,Non-ATL,Unemployed,Agriculture,Cash,5,True,FBR-1099,2,2700.0,Honda City,Local,0.0,2024,2,34187231.0,40.0,Transfer Letter,,Approved,2,2,2025,,47849.0,574188.0,54187231.0,66.1,HIGH,"Benami Proxy, Dc Underinvoicing, Hawala Signature",54187231.0
PK-0082,Fatima Raza,Lahore,"House 49, Johar Town, Lahore",UNKNOWN,0336-7006129,960000.0,96000.0,ATL,Businessman,Business,Savings,0,False,FBR-1100,1,1300.0,Toyota Corolla,Imported,0.0,2021,1,13340020.0,14.0,File,,Unapproved,1,2,2025,,35390.0,424680.0,16340020.0,38.2,LOW,"Dc Underinvoicing, Illegal Society, File Trading",16340020.0
PK-0083,Nadia Javed,Faisalabad,"House 36, Nazimabad, Faisalabad",UNKNOWN,0312-7816826,240000.0,24000.0,Non-ATL,Engineer,Business,Foreign Remittance,0,True,FBR-1338,3,2700.0,Suzuki WagonR,Imported,0.0,2019,2,12771754.0,25.0,File,,Approved,2,2,2025,,39133.333333333336,469600.0,42771754.0,64.8,MEDIUM,"Dc Underinvoicing, Hawala Signature, Section 111 Abuse",42771754.0
PK-0084,Ahmed Sheikh,Faisalabad,"House 49, Johar Town, Faisalabad",UNKNOWN,0333-7134357,3000000.0,300000.0,ATL,Unemployed,Business,Cash,0,True,FBR-1203,2,3000.0,Toyota Prado,Local,0.0,2022,2,50899719.0,25.0,Registry,,Approved,2,2,2025,,41342.333333333336,496108.0,80899719.0,59.7,MEDIUM,"Benami Proxy, Dc Underinvoicing, Rental Concealment",80899719.0
PK-0085,Imran Javed,Islamabad,"House 38, Gulberg, Islamabad",UNKNOWN,0326-4170327,480000.0,48000.0,Non-ATL,Businessman,Prize Bond,Savings,3,True,FBR-1106,1,2700.0,Toyota Fortuner,Local,0.0,2023,1,28315205.0,5.0,File,,Approved,1,2,2025,,11001.0,132012.0,38315205.0,63.9,MEDIUM,"Dc Underinvoicing, Hawala Signature, File Trading",38315205.0
PK-0086,Saima Siddiqui,Faisalabad,"House 97, Johar Town, Faisalabad",UNKNOWN,0338-8561443,3000000.0,300000.0,ATL,Teacher,Rental,Savings,0,True,FBR-1108,1,1300.0,Honda City,Imported,0.0,2019,1,4094395.0,5.0,Registry,,Approved,1,2,2025,,15833.0,189996.0,7094395.0,25.6,LOW,Dc Underinvoicing,7094395.0
PK-0087,Hamza Butt,Lahore,"House 117, Clifton, Lahore",UNKNOWN,0340-7406999,0.0,0.0,Non-ATL,Doctor,Prize Bond,Gift,3,True,FBR-1109,1,1000.0,Suzuki WagonR,Imported,0.0,2024,1,12108998.0,10.0,Transfer Letter,,Approved,1,2,2025,,26698.0,320376.0,14308998.0,62.6,MEDIUM,"Dc Underinvoicing, Benami Proxy, File Trading",14308998.0
PK-0088,Bilal Javed,Faisalabad,"House 29, Johar Town, Faisalabad",UNKNOWN,0341-9064750,240000.0,24000.0,Non-ATL,Businessman,Prize Bond,Prize Bond,0,False,FBR-1172,2,1800.0,Honda Civic,Local,0.0,2024,2,20287134.0,20.0,Transfer Letter,,Pending,2,2,2025,,48815.5,585786.0,30287134.0,64.9,MEDIUM,"Hawala Signature, Dc Underinvoicing, Benami Proxy",30287134.0
PK-0089,Bilal Bibi,Islamabad,"House 47, F-7, Islamabad",UNKNOWN,0327-2866973,480000.0,48000.0,Non-ATL,Doctor,Salary,Cash,2,True,FBR-1111,1,2000.0,Toyota Prado,Imported,0.0,2026,1,7039624.0,20.0,Transfer Letter,,Pending,1,2,2025,,54543.0,654516.0,15039624.0,50.3,MEDIUM,"Dc Underinvoicing, File Trading, Nonfiler Surcharge",15039624.0
PK-0090,Amna Raza,Lahore,"House 36, Clifton, Lahore",UNKNOWN,0332-2895687,0.0,0.0,Non-ATL,Unemployed,Prize Bond,Prize Bond,1,True,FBR-1494,1,1800.0,Honda Civic,Local,0.0,2022,1,6918203.0,5.0,Registry,,Unapproved,1,2,2025,,25637.0,307644.0,11918203.0,61.6,MEDIUM,"Benami Proxy, Dc Underinvoicing, Nonfiler Surcharge",11918203.0
PK-0091,Muhammad Ahmed,Karachi,"House 6, Clifton, Karachi",UNKNOWN,0337-3884472,240000.0,24000.0,Non-ATL,Housewife,Business,Savings,6,True,FBR-1301,2,1000.0,Suzuki WagonR,Imported,0.0,2018,1,15229581.0,5.0,Allotment Letter,,Approved,1,2,2025,,29452.33333333333,353428.0,19629581.0,62.6,MEDIUM,"Benami Proxy, Dc Underinvoicing, File Trading",19629581.0
PK-0092,Sana Malik,Faisalabad,"House 58, Hayatabad, Faisalabad",UNKNOWN,0315-2683185,3000000.0,300000.0,ATL,Driver,Prize Bond,Savings,0,True,FBR-1321,2,1800.0,Toyota Corolla Grande,Imported,0.0,2024,1,11994373.0,7.0,Registry,,Approved,1,2,2025,,47762.0,573144.0,21994373.0,45.9,MEDIUM,"Benami Proxy, Dc Underinvoicing",21994373.0
PK-0093,Hamza Rizvi,Islamabad,"House 110, Johar Town, Islamabad",UNKNOWN,0315-6424279,480000.0,48000.0,Non-ATL,Driver,Agriculture,Gift,3,False,FBR-1118,3,2700.0,Toyota Corolla Grande,Local,0.0,2025,1,16748830.0,20.0,Allotment Letter,,Approved,1,2,2025,,28246.0,338952.0,46748830.0,64.4,MEDIUM,"Hawala Signature, Benami Proxy, Dc Underinvoicing",46748830.0
PK-0094,Tariq Qureshi,Lahore,"House 89, Bahria Town, Lahore",UNKNOWN,0343-5328679,3000000.0,300000.0,ATL,Housewife,Agriculture,Cash,0,True,FBR-1119,1,3000.0,Toyota Land Cruiser,Local,0.0,2019,1,6495997.0,5.0,File,,Approved,1,2,2025,,53045.0,636540.0,21495997.0,61.9,MEDIUM,"Benami Proxy, Dc Underinvoicing, Agri Shield",21495997.0
PK-0095,Ayesha Javed,Faisalabad,"House 149, F-7, Faisalabad",UNKNOWN,0318-2791087,240000.0,24000.0,Non-ATL,Doctor,Salary,Cash,1,True,FBR-1425,1,1800.0,Honda Civic,Imported,0.0,2020,1,27944480.0,7.0,Transfer Letter,,Approved,1,2,2025,,22755.0,273060.0,32944480.0,60.7,MEDIUM,"Dc Underinvoicing, Hawala Signature, Benami Proxy",32944480.0
PK-0096,Saima Sheikh,Karachi,"House 136, Clifton, Karachi",UNKNOWN,0337-8523017,1800000.0,180000.0,Non-ATL,Teacher,Business,Prize Bond,4,True,FBR-1211,3,1800.0,Honda Civic,Local,0.0,2019,2,38190236.0,24.0,File,,Approved,2,2,2025,,21630.75,259569.0,53190236.0,65.9,HIGH,"Dc Underinvoicing, File Trading, Nonfiler Surcharge",53190236.0
PK-0097,Imran Ahmed,Islamabad,"House 55, Bahria Town, Islamabad",UNKNOWN,0321-7448937,960000.0,96000.0,Non-ATL,Housewife,Business,Prize Bond,3,True,FBR-1123,1,1000.0,Suzuki WagonR,Local,0.0,2024,1,22369914.0,5.0,File,,Approved,1,2,2025,,22102.0,265224.0,24569914.0,56.6,MEDIUM,"Benami Proxy, Dc Underinvoicing, File Trading",24569914.0
PK-0098,Ayesha Sheikh,Lahore,"House 132, Clifton, Lahore",UNKNOWN,0343-2614307,480000.0,48000.0,Non-ATL,Retired,Business,Gift,0,True,FBR-1124,2,3000.0,Toyota Land Cruiser,Local,0.0,2023,2,36298947.0,40.0,Registry,,Approved,2,2,2025,,50665.5,607986.0,66298947.0,67.7,HIGH,"Benami Proxy, Dc Underinvoicing, Hawala Signature",66298947.0
PK-0099,Usman Khan,Rawalpindi,"House 105, Clifton, Rawalpindi",UNKNOWN,0316-7834182,3000000.0,300000.0,ATL,Teacher,Salary,Foreign Remittance,0,False,FBR-1125,1,1800.0,Toyota Corolla Grande,Local,0.0,2016,1,26027921.0,7.0,File,,Pending,1,2,2025,,28157.0,337884.0,31027921.0,50.6,MEDIUM,"Dc Underinvoicing, Illegal Society, Section 111 Abuse",31027921.0
PK-0100,Fatima Iqbal,Islamabad,"House 150, Pechs, Islamabad",UNKNOWN,0340-6341323,240000.0,24000.0,Non-ATL,Unemployed,Prize Bond,Foreign Remittance,5,True,FBR-1127,2,1300.0,Suzuki Alto,Local,0.0,2026,2,12380984.0,19.0,File,,Unapproved,2,2,2025,,36299.5,435594.0,18380984.0,65.3,HIGH,"Benami Proxy, Dc Underinvoicing, File Trading",18380984.0
PK-0101,Zainab Qureshi,Peshawar,"House 123, DHA, Peshawar",UNKNOWN,0336-3694598,960000.0,96000.0,ATL,Engineer,Prize Bond,Savings,0,True,FBR-1295,4,1800.0,Suzuki Alto,Local,0.0,2026,3,56633759.0,35.0,Registry,,Approved,3,2,2025,,25657.0,307884.0,76633759.0,47.7,MEDIUM,"Dc Underinvoicing, Property Flipping, Rental Concealment",76633759.0
PK-0102,Ayesha Iqbal,Peshawar,"House 96, Bahria Town, Peshawar",UNKNOWN,0312-3234788,960000.0,96000.0,Non-ATL,Doctor,Prize Bond,Gift,6,False,FBR-1130,2,3000.0,Toyota Yaris,Imported,0.0,2026,2,33049385.0,10.0,Registry,,Pending,2,2,2025,,21601.5,259218.0,63049385.0,67.8,HIGH,"Dc Underinvoicing, Gift Declaration, Nonfiler Surcharge",63049385.0
PK-0103,Nadia Hassan,Islamabad,"House 93, Nazimabad, Islamabad",UNKNOWN,0332-7346406,960000.0,96000.0,ATL,Driver,Business,Foreign Remittance,0,True,FBR-1131,1,1800.0,Honda Civic,Local,0.0,2017,1,16273484.0,20.0,Registry,,Approved,1,2,2025,,38649.0,463788.0,21273484.0,57.7,MEDIUM,"Benami Proxy, Dc Underinvoicing, Section 111 Abuse",21273484.0
PK-0104,Hina Bibi,Karachi,"House 95, Johar Town, Karachi",UNKNOWN,0313-4904540,0.0,0.0,Non-ATL,Teacher,Rental,Savings,4,True,FBR-1132,1,3000.0,Toyota Land Cruiser,Imported,0.0,2025,1,9142972.0,10.0,Registry,,Approved,1,2,2025,,35662.0,427944.0,24142972.0,62.4,MEDIUM,"Dc Underinvoicing, Hawala Signature, Benami Proxy",24142972.0
PK-0105,Hina Ahmed,Islamabad,"House 55, Nazimabad, Islamabad",UNKNOWN,0316-6718117,3000000.0,300000.0,ATL,Housewife,Rental,Foreign Remittance,0,False,FBR-1133,1,1300.0,Toyota Corolla,Local,0.0,2024,1,27568003.0,7.0,Registry,,Approved,1,2,2025,,24232.0,290784.0,30568003.0,55.0,MEDIUM,"Benami Proxy, Dc Underinvoicing, Section 111 Abuse",30568003.0
PK-0106,Ayesha Rizvi,Faisalabad,"House 121, Clifton, Faisalabad",UNKNOWN,0327-8544932,3000000.0,300000.0,Non-ATL,Teacher,Prize Bond,Prize Bond,3,True,FBR-1454,2,2700.0,Toyota Fortuner,Local,0.0,2022,2,12510085.0,24.0,Registry,,Unapproved,2,2,2025,,30202.0,362424.0,32510085.0,59.9,MEDIUM,"Dc Underinvoicing, Illegal Society, Rental Concealment",32510085.0
PK-0107,Sana Mirza,Karachi,"House 74, Clifton, Karachi",UNKNOWN,0347-9294574,960000.0,96000.0,ATL,Unemployed,Salary,Prize Bond,0,True,FBR-1231,4,3000.0,Honda Civic,Local,0.0,2026,4,41602206.0,61.0,File,,Approved,4,2,2025,,35308.57142857143,423702.8571428572,101602206.0,74.9,HIGH,"Benami Proxy, Dc Underinvoicing, Property Flipping",101602206.0
PK-0108,Bilal Ahmed,Rawalpindi,"House 101, Nazimabad, Rawalpindi",UNKNOWN,0343-7513236,480000.0,48000.0,Non-ATL,Unemployed,Rental,Savings,4,True,FBR-1137,1,2000.0,Toyota Prado,Local,0.0,2018,1,4550723.0,7.0,Registry,,Approved,1,2,2025,,24675.0,296100.0,12550723.0,55.7,MEDIUM,"Benami Proxy, Dc Underinvoicing, Nonfiler Surcharge",12550723.0
PK-0109,Saima Qureshi,Rawalpindi,"House 114, Pechs, Rawalpindi",UNKNOWN,0327-8793505,960000.0,96000.0,ATL,Doctor,Prize Bond,Foreign Remittance,0,True,FBR-1138,1,1000.0,Suzuki WagonR,Local,0.0,2021,1,26602712.0,10.0,Registry,,Approved,1,2,2025,,9290.0,111480.0,28802712.0,40.4,LOW,"Dc Underinvoicing, Section 111 Abuse",28802712.0
PK-0110,Fatima Sheikh,Karachi,"House 139, Hayatabad, Karachi",UNKNOWN,0326-9612149,3000000.0,300000.0,ATL,Retired,Prize Bond,Prize Bond,0,True,FBR-1140,1,3000.0,Toyota Land Cruiser,Imported,0.0,2019,1,20942905.0,14.0,Allotment Letter,,Approved,1,2,2025,,13484.0,161808.0,35942905.0,55.0,MEDIUM,"Benami Proxy, Dc Underinvoicing, File Trading",35942905.0
PK-0111,Sana Hassan,Lahore,"House 71, Johar Town, Lahore",UNKNOWN,0337-9784872,0.0,0.0,Non-ATL,Clerk,Salary,Prize Bond,4,False,FBR-1142,1,1300.0,Honda City,Imported,0.0,2023,1,12687917.0,20.0,Allotment Letter,,Approved,1,2,2025,,45512.0,546144.0,15687917.0,61.7,MEDIUM,"Benami Proxy, Dc Underinvoicing, File Trading",15687917.0
PK-0112,Amna Nawaz,Rawalpindi,"House 120, Nazimabad, Rawalpindi",UNKNOWN,0328-2555728,480000.0,48000.0,Non-ATL,Businessman,Prize Bond,Prize Bond,6,True,FBR-1429,1,2700.0,Toyota Fortuner,Local,0.0,2025,1,29461605.0,5.0,Transfer Letter,,Approved,1,2,2025,,41444.5,497334.0,39461605.0,61.9,MEDIUM,"Dc Underinvoicing, Hawala Signature, File Trading",39461605.0
PK-0113,Imran Raza,Karachi,"House 115, Hayatabad, Karachi",UNKNOWN,0311-1487997,960000.0,96000.0,ATL,Driver,Prize Bond,Gift,0,True,FBR-1186,3,1800.0,Honda Civic,Local,0.0,2021,3,51090836.0,35.0,Registry,,Pending,3,2,2025,,20634.25,247611.0,66090836.0,73.2,HIGH,"Benami Proxy, Dc Underinvoicing, Gift Declaration",66090836.0
PK-0114,Ayesha Hassan,Peshawar,"House 54, Clifton, Peshawar",UNKNOWN,0336-3279635,960000.0,96000.0,Non-ATL,Businessman,Salary,Prize Bond,0,True,FBR-1328,2,1800.0,Honda Civic,Imported,0.0,2021,1,15319829.0,7.0,Registry,,Approved,1,2,2025,,24747.5,296970.0,25319829.0,29.1,LOW,"Dc Underinvoicing, Nonfiler Surcharge",25319829.0
PK-0115,Hina Rizvi,Peshawar,"House 37, F-7, Peshawar",UNKNOWN,0345-2467209,960000.0,96000.0,ATL,Housewife,Salary,Prize Bond,0,True,FBR-1351,1,3000.0,Toyota Land Cruiser,Local,0.0,2021,1,26135804.0,14.0,Allotment Letter,,Pending,1,2,2025,,37217.5,446610.0,41135804.0,62.8,MEDIUM,"Benami Proxy, Dc Underinvoicing, Illegal Society",41135804.0
PK-0116,Bilal Baig,Lahore,"House 46, Pechs, Lahore",UNKNOWN,0345-4925735,960000.0,96000.0,Non-ATL,Unemployed,Agriculture,Gift,3,False,FBR-1151,1,1800.0,Honda Civic,Imported,0.0,2021,1,7481660.0,5.0,Registry,,Approved,1,2,2025,,53560.0,642720.0,12481660.0,61.1,MEDIUM,"Benami Proxy, Dc Underinvoicing, Gift Declaration",12481660.0
PK-0117,Muhammad Baig,Karachi,"House 84, DHA, Karachi",UNKNOWN,0334-5544685,0.0,0.0,Non-ATL,Student,Salary,Savings,6,True,FBR-1485,2,1300.0,Honda City,Local,0.0,2018,1,22393565.0,7.0,Registry,,Unapproved,1,2,2025,,36285.5,435426.0,28393565.0,62.4,MEDIUM,"Benami Proxy, Dc Underinvoicing, Hawala Signature",28393565.0
PK-0118,Fatima Siddiqui,Rawalpindi,"House 125, Clifton, Rawalpindi",UNKNOWN,0341-5770807,3000000.0,300000.0,ATL,Driver,Rental,Savings,0,True,FBR-1154,1,1300.0,Honda City,Local,0.0,2015,1,19776434.0,10.0,Registry,,Approved,1,2,2025,,50600.0,607200.0,22776434.0,44.9,LOW,"Benami Proxy, Dc Underinvoicing",22776434.0
PK-0119,Amna Hassan,Lahore,"House 130, Gulberg, Lahore",UNKNOWN,0333-4586067,240000.0,24000.0,Non-ATL,Teacher,Agriculture,Prize Bond,6,True,FBR-1156,1,1800.0,Honda Civic,Local,0.0,2026,1,8578940.0,14.0,File,,Approved,1,2,2025,,56909.0,682908.0,13578940.0,61.7,MEDIUM,"Dc Underinvoicing, Benami Proxy, File Trading",13578940.0
PK-0120,Ayesha Abbasi,Islamabad,"House 120, Pechs, Islamabad",UNKNOWN,0330-7953197,1800000.0,180000.0,Non-ATL,Student,Salary,Prize Bond,0,True,FBR-1157,1,1300.0,Honda City,Local,0.0,2024,1,20034133.0,10.0,Allotment Letter,,Unapproved,1,2,2025,,47634.0,571608.0,23034133.0,61.5,MEDIUM,"Benami Proxy, Dc Underinvoicing, File Trading",23034133.0
PK-0121,Nadia Butt,Faisalabad,"House 101, G-10, Faisalabad",UNKNOWN,0333-3179118,960000.0,96000.0,ATL,Housewife,Agriculture,Foreign Remittance,0,True,FBR-1158,1,1800.0,Toyota Corolla Grande,Local,0.0,2023,1,9805877.0,14.0,Registry,,Approved,1,2,2025,,33015.0,396180.0,14805877.0,50.7,MEDIUM,"Benami Proxy, Dc Underinvoicing, Section 111 Abuse",14805877.0
PK-0122,Waseem Mirza,Islamabad,"House 21, G-10, Islamabad",UNKNOWN,0328-9131791,1800000.0,180000.0,ATL,Housewife,Prize Bond,Gift,0,True,FBR-1160,1,1000.0,Suzuki WagonR,Local,0.0,2024,1,23271737.0,5.0,Allotment Letter,,Approved,1,2,2025,,26627.0,319524.0,25471737.0,62.7,MEDIUM,"Benami Proxy, Dc Underinvoicing, Gift Declaration",25471737.0
PK-0123,Hina Baig,Karachi,"House 124, Nazimabad, Karachi",UNKNOWN,0321-2086039,240000.0,24000.0,Non-ATL,Clerk,Agriculture,Savings,3,True,FBR-1347,4,3000.0,Suzuki WagonR,Local,0.0,2025,2,23888379.0,12.0,Registry,,Approved,2,2,2025,,39313.333333333336,471760.0,83888379.0,69.7,HIGH,"Benami Proxy, Dc Underinvoicing, Hawala Signature",83888379.0
PK-0124,Zainab Raza,Lahore,"House 36, Pechs, Lahore",UNKNOWN,0331-4621717,1800000.0,180000.0,ATL,Businessman,Salary,Cash,0,False,FBR-1393,1,660.0,Suzuki Alto,Local,0.0,2015,1,6087126.0,10.0,File,,Approved,1,2,2025,,43088.66666666666,517064.0,6887126.0,29.5,LOW,"Dc Underinvoicing, File Trading",6887126.0
PK-0125,Zainab Ahmed,Lahore,"House 143, Nazimabad, Lahore",UNKNOWN,0337-7048099,960000.0,96000.0,Non-ATL,Unemployed,Salary,Gift,3,True,FBR-1165,1,2700.0,Toyota Fortuner,Local,0.0,2018,1,20365725.0,5.0,Registry,,Approved,1,2,2025,,31556.5,378678.0,30365725.0,61.1,MEDIUM,"Benami Proxy, Dc Underinvoicing, Gift Declaration",30365725.0
PK-0126,Nadia Rizvi,Islamabad,"House 108, DHA, Islamabad",UNKNOWN,0334-7768051,0.0,0.0,Non-ATL,Clerk,Salary,Savings,4,True,FBR-1166,2,1800.0,Honda Civic,Local,0.0,2021,2,26541650.0,12.0,Registry,,Approved,2,2,2025,,35264.5,423174.0,36541650.0,62.8,MEDIUM,"Benami Proxy, Dc Underinvoicing, Hawala Signature",36541650.0
PK-0127,Amna Bibi,Islamabad,"House 122, G-10, Islamabad",UNKNOWN,0341-3566800,0.0,0.0,Non-ATL,Housewife,Prize Bond,Foreign Remittance,3,True,FBR-1179,2,1800.0,Honda Civic,Local,0.0,2024,2,30824912.0,30.0,Transfer Letter,,Approved,2,2,2025,,14111.0,169332.0,40824912.0,66.7,HIGH,"Benami Proxy, Dc Underinvoicing, Hawala Signature",40824912.0
